Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Primery Details/Address Details/NextButton""), 0)",,,,17-01-2024 11:14:38,17-01-2024 11:14:38,0.883s,PASSED
"bool_Pincode = verifyElementExist(findTestObject(""Primery Details/Address Details/Pincode""), 30)",,,,17-01-2024 11:14:38,17-01-2024 11:14:39,0.738s,PASSED
"takeScreenshot("""", STOP_ON_FAILURE)",,,,17-01-2024 11:14:39,17-01-2024 11:14:40,1.099s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""LockScreen/NewPin/Offline Master Sync""), 30)",,5,,17-01-2024 11:14:40,17-01-2024 11:15:10,30.105s,PASSED
if (Bool_Offline == true),,,,17-01-2024 11:15:10,17-01-2024 11:15:10,0.003s,PASSED
else,,,,17-01-2024 11:15:10,17-01-2024 11:15:10,0.011s,PASSED
"setText(findTestObject(""Primery Details/Address Details/Pincode""), str_Pincode, 0)",,,,17-01-2024 11:15:10,17-01-2024 11:15:12,1.921s,PASSED
hideKeyboard(),,,,17-01-2024 11:15:12,17-01-2024 11:15:15,2.454s,PASSED
"tap(findTestObject(""Add Account/Searched PinCode""), 0)",,,,17-01-2024 11:15:15,17-01-2024 11:15:15,0.304s,PASSED
"setText(findTestObject(""Primery Details/Address Details/District""), str_District, 0)",,,,17-01-2024 11:15:15,17-01-2024 11:15:17,2.296s,PASSED
hideKeyboard(),,,,17-01-2024 11:15:17,17-01-2024 11:15:20,2.412s,PASSED
"tap(findTestObject(""Add Account/Searched District""), 0)",,,,17-01-2024 11:15:20,17-01-2024 11:15:20,0.361s,PASSED
"setText(findTestObject(""Primery Details/Address Details/Taluka""), str_Taluka, 0)",,,,17-01-2024 11:15:20,17-01-2024 11:15:22,2.261s,PASSED
hideKeyboard(),,,,17-01-2024 11:15:22,17-01-2024 11:15:25,2.383s,PASSED
"tap(findTestObject(""Add Account/Searched Taluka""), 0)",,,,17-01-2024 11:15:25,17-01-2024 11:15:26,0.852s,PASSED
"tap(findTestObject(""Primery Details/Address Details/NextButton""), 0)",,,,17-01-2024 11:15:26,17-01-2024 11:15:27,0.865s,PASSED
"takeScreenshot("""", STOP_ON_FAILURE)",,,,17-01-2024 11:15:27,17-01-2024 11:15:28,0.951s,PASSED
