Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
takeScreenshot(),,,,27-03-2024 14:41:36,27-03-2024 14:41:38,1.649s,PASSED
"tap(findTestObject(""Create New Opportunity/Customer Type""), 0)",,,,27-03-2024 14:41:38,27-03-2024 14:41:39,1.191s,PASSED
"sendKeys(findTestObject(""Create New Opportunity/Type_CustomerType""), str_CustomerType, STOP_ON_FAILURE)",,,,27-03-2024 14:41:39,27-03-2024 14:41:41,1.960s,PASSED
hideKeyboard(),,,,27-03-2024 14:41:41,27-03-2024 14:41:43,2.131s,PASSED
"Bool_Customer = waitForElementPresent(findTestObject(""Create New Opportunity/Click_Customer""), 5)",,,,27-03-2024 14:41:43,27-03-2024 14:41:43,0.322s,PASSED
if (Bool_Customer == true),,,,27-03-2024 14:41:43,27-03-2024 14:41:44,0.923s,PASSED
"checkElement(findTestObject(""Primery Details/Influencer Checkbox""), 0)",,,,27-03-2024 14:41:44,27-03-2024 14:41:46,1.923s,PASSED
hideKeyboard(),,,,27-03-2024 14:41:46,27-03-2024 14:41:47,0.903s,PASSED
"tap(findTestObject(""Create New Opportunity/Additional information""), 0)",,,,27-03-2024 14:41:47,27-03-2024 14:41:49,1.929s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,27-03-2024 14:41:49,27-03-2024 14:41:52,3.012s,PASSED
"tap(findTestObject(""Primery Details/Enter InfluencerType""), 0)",,,,27-03-2024 14:41:52,27-03-2024 14:41:53,1.210s,PASSED
"setText(findTestObject(""Create New Opportunity/Type Influencer""), str_InfluencerType, 0)",,,,27-03-2024 14:41:53,27-03-2024 14:41:55,2.015s,PASSED
hideKeyboard(),,,,27-03-2024 14:41:55,27-03-2024 14:41:57,2.150s,PASSED
"tap(findTestObject(""Primery Details/Address Details/NextButton""), 0)",,,,27-03-2024 14:41:57,27-03-2024 14:41:59,1.448s,PASSED
"bool_Pincode = waitForElementPresent(findTestObject(""Primery Details/Address Details/Pincode""), 5)",,,,27-03-2024 14:41:59,27-03-2024 14:42:04,5.162s,PASSED
if (bool_Pincode == true),,,,27-03-2024 14:42:04,27-03-2024 14:42:04,0.004s,PASSED
"bool_ProceedButton = verifyElementExist(findTestObject(""Primery Details/Proceed Button""), 30)",,,,27-03-2024 14:42:04,27-03-2024 14:42:04,0.290s,PASSED
takeScreenshot(),,"STEP-04 : Enter all the details and select check box of also an influencer and click on Next
Expected_Result : The popup successfully appears to select the contact",,27-03-2024 14:42:04,27-03-2024 14:42:06,1.722s,PASSED
if (bool_ProceedButton),,,,27-03-2024 14:42:06,27-03-2024 14:42:10,4.276s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,27-03-2024 14:42:10,27-03-2024 14:42:12,2.016s,PASSED
"verifyElementExist(findTestObject(""Vehicle information/Vehicle information""), 30)",,,,27-03-2024 14:42:12,27-03-2024 14:42:13,0.270s,PASSED
takeScreenshot(),,"STEP-06 : Click on Proceed

Expected_Result : The user clicks on proceed and successfully land on the vehicle information page",,27-03-2024 14:42:13,27-03-2024 14:42:14,1.616s,PASSED
"tap(findTestObject(""Vehicle information/SelectProductLine""), 0)",,,,27-03-2024 14:42:14,27-03-2024 14:42:16,1.667s,PASSED
"setText(findTestObject(""Vehicle information/SelectProductLine""), str_ProductLine, 0)",,,,27-03-2024 14:42:16,27-03-2024 14:42:18,2.419s,PASSED
"tap(findTestObject(""Vehicle information/ClickSelectedProduct""), 0)",,,,27-03-2024 14:42:18,27-03-2024 14:42:20,1.430s,PASSED
hideKeyboard(),,,,27-03-2024 14:42:20,27-03-2024 14:42:22,2.314s,PASSED
takeScreenshot(),,,,27-03-2024 14:42:22,27-03-2024 14:42:24,1.817s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,27-03-2024 14:42:24,27-03-2024 14:42:29,5.007s,PASSED
"tap(findTestObject(""Vehicle information/SelectModel""), 0)",,,,27-03-2024 14:42:29,27-03-2024 14:42:31,1.805s,PASSED
"setText(findTestObject(""Vehicle information/SelectModel""), str_Model, 0)",,,,27-03-2024 14:42:31,27-03-2024 14:42:33,2.237s,PASSED
"tap(findTestObject(""Vehicle information/TapModel""), 0)",,,,27-03-2024 14:42:33,27-03-2024 14:42:35,2.210s,PASSED
takeScreenshot(),,"STEP-07 : Select the Product line and model

Expected_Result : The user should be able to select the product line and model option

Actual_Result : The user selects the product line option and model option",,27-03-2024 14:42:35,27-03-2024 14:42:37,2.105s,PASSED
"tap(findTestObject(""Vehicle information/NextButton""), 0)",,,,27-03-2024 14:42:37,27-03-2024 14:42:38,1.242s,PASSED
"verifyElementVisible(findTestObject(""Create New Opportunity/ClickVehicleApplication""), 0)",,,,27-03-2024 14:42:38,27-03-2024 14:42:40,1.125s,PASSED
"tap(findTestObject(""Create New Opportunity/ClickVehicleApplication""), 0)",,,,27-03-2024 14:42:40,27-03-2024 14:42:41,1.156s,PASSED
"setText(findTestObject(""Create New Opportunity/ClickVehicleApplication""), str_VehicleApplication, 0)",,"STEP-08 : Select the vehicle application and body type

Expected_Result : The user should be land on the vehicle application and body type and should land on the select quantity

Actual_Result : The user landed on the vehicle application and body type and  landed on the select quantity",,27-03-2024 14:42:41,27-03-2024 14:42:43,1.998s,PASSED
"tap(findTestObject(""Create New Opportunity/SelectVehicleApplication""), 0)",,,,27-03-2024 14:42:43,27-03-2024 14:42:44,1.470s,PASSED
hideKeyboard(),,,,27-03-2024 14:42:44,27-03-2024 14:42:46,2.315s,PASSED
"checkElement(findTestObject(""Create New Opportunity/BodyType""), 0)",,,,27-03-2024 14:42:46,27-03-2024 14:42:48,1.320s,PASSED
"tap(findTestObject(""Create New Opportunity/BodyType""), 0)",,,,27-03-2024 14:42:48,27-03-2024 14:42:50,1.882s,PASSED
"setText(findTestObject(""Create New Opportunity/BodyType""), str_BodyType, 0)",,,,27-03-2024 14:42:50,27-03-2024 14:42:51,0.954s,PASSED
"tap(findTestObject(""Create New Opportunity/SelectBodyType""), 0)",,,,27-03-2024 14:42:51,27-03-2024 14:42:52,1.451s,PASSED
"tap(findTestObject(""Vehicle information/NextButton""), 0)",,,,27-03-2024 14:42:52,27-03-2024 14:42:53,1.258s,PASSED
takeScreenshot(),,"STEP-08 : Select the vehicle application and body type

Expected_Result : The user should be land on the vehicle application and body type and should land on the select quantity

Actual_Result : The user landed on the vehicle application and body type and  landed on the select quantity",,27-03-2024 14:42:53,27-03-2024 14:42:55,1.640s,PASSED
"tap(findTestObject(""Additional Info/Quantity""), 0)",,,,27-03-2024 14:42:55,27-03-2024 14:42:57,1.540s,PASSED
"setText(findTestObject(""Additional Info/Quantity""), ""1"", 0)",,,,27-03-2024 14:42:57,27-03-2024 14:42:59,2.336s,PASSED
"tap(findTestObject(""Vehicle information/NextButton""), 0)",,,,27-03-2024 14:42:59,27-03-2024 14:43:00,0.773s,PASSED
takeScreenshot(),,,,27-03-2024 14:43:00,27-03-2024 14:43:01,1.522s,PASSED
"tap(findTestObject(""Additional Info/Month""), 0)",,Tap on March,,27-03-2024 14:43:01,27-03-2024 14:43:02,0.847s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,27-03-2024 14:43:02,27-03-2024 14:43:05,3.018s,PASSED
takeScreenshot(),,"STEP-09 : Enter the quantity and click on Next

Expected_Result : The user should be able to add the quantity and by clicking on Next the user should land on the select purchase month screen

Actual_Result : The user added the quantity and by clicking on Next the user  landed on the select purchase month screen",,27-03-2024 14:43:05,27-03-2024 14:43:07,1.646s,PASSED
"tap(findTestObject(""Vehicle information/NextButton""), 0)",,,,27-03-2024 14:43:07,27-03-2024 14:43:08,0.885s,PASSED
"verifyElementVisible(findTestObject(""Additional Info/SourceOfContact_Text""), 0)",,,,27-03-2024 14:43:08,27-03-2024 14:43:08,0.332s,PASSED
"tap(findTestObject(""Additional Info/Enter SourceOfContact""), 0)",,,,27-03-2024 14:43:08,27-03-2024 14:43:09,1.440s,PASSED
"setText(findTestObject(""Additional Info/Enter SourceOfContact""), str_SourceOfContact, 0)",,,,27-03-2024 14:43:09,27-03-2024 14:43:12,2.275s,PASSED
"tap(findTestObject(""Additional Info/Searched SourceOfContact""), 0)",,,,27-03-2024 14:43:12,27-03-2024 14:43:13,1.429s,PASSED
"tap(findTestObject(""Vehicle information/NextButton""), 0)",,,,27-03-2024 14:43:13,27-03-2024 14:43:14,1.230s,PASSED
"verifyElementVisible(findTestObject(""Additional Info/CustomerInterestedInExchange""), 0)",,,,27-03-2024 14:43:14,27-03-2024 14:43:15,0.314s,PASSED
takeScreenshot(),,"STEP-10 : Select the source of contact

Expected_Result : The user should be able to select the contact and should landed on the customer interest option

Actual_Result : The user selects the contact and landed on the customer interest page",,27-03-2024 14:43:15,27-03-2024 14:43:16,1.613s,PASSED
"tap(findTestObject(""Additional Info/Yes RadioButton""), 0)",,,,27-03-2024 14:43:16,27-03-2024 14:43:17,0.852s,PASSED
"bool_ExchangeQuantity = verifyElementExist(findTestObject(""Additional Info/SetQuantity""), 0)",,,,27-03-2024 14:43:17,27-03-2024 14:43:18,1.035s,PASSED
"bool_Make = verifyElementExist(findTestObject(""Additional Info/ClickMake""), 0)",,,,27-03-2024 14:43:18,27-03-2024 14:43:19,1.029s,PASSED
bool_ExchangeQuantity && bool_Make == true,,,,27-03-2024 14:43:19,27-03-2024 14:43:19,0.002s,PASSED
takeScreenshot(),,"STEP-11 : Select the customer interest option

Expected_Result : The user should able to select the customer interest option and the exchange type option should be visible to the user

Actual_Result : The user selects the customer interest option and on the exchange type screen should appear",,27-03-2024 14:43:19,27-03-2024 14:43:21,1.685s,PASSED
"tap(findTestObject(""Additional Info/SetQuantity""), 0)",,,,27-03-2024 14:43:21,27-03-2024 14:43:22,1.144s,PASSED
"setText(findTestObject(""Additional Info/SetQuantity""), str_ExchangeQuantity, 0)",,,,27-03-2024 14:43:22,27-03-2024 14:43:24,2.020s,PASSED
hideKeyboard(),,,,27-03-2024 14:43:24,27-03-2024 14:43:28,4.388s,PASSED
"tap(findTestObject(""Additional Info/ClickMake""), 0)",,,,27-03-2024 14:43:28,27-03-2024 14:43:30,1.145s,PASSED
"setText(findTestObject(""Additional Info/SetMake""), str_Make, 0)",,,,27-03-2024 14:43:30,27-03-2024 14:43:32,2.031s,PASSED
hideKeyboard(),,,,27-03-2024 14:43:32,27-03-2024 14:43:34,2.163s,PASSED
"tap(findTestObject(""Additional Info/SelectMake""), 0)",,,,27-03-2024 14:43:34,27-03-2024 14:43:35,0.962s,PASSED
"tap(findTestObject(""Vehicle information/NextButton""), 0)",,,,27-03-2024 14:43:35,27-03-2024 14:43:36,1.009s,PASSED
"verifyElementVisible(findTestObject(""Additional Info/ReviewOpty Text""), 0)",,,,27-03-2024 14:43:36,27-03-2024 14:43:36,0.402s,PASSED
takeScreenshot(),,"STEP-12 : Enter the quantity and Make and click on Next

Expected_Result : The user should be land on the review opty screen

Actual_Result : The user landed on the review opty screen",,27-03-2024 14:43:36,27-03-2024 14:43:38,1.542s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,27-03-2024 14:43:38,27-03-2024 14:43:41,3.008s,PASSED
"tap(findTestObject(""Add Account/SubmitButton""), 0)",,,,27-03-2024 14:43:41,27-03-2024 14:43:42,0.983s,PASSED
"verifyElementVisible(findTestObject(""Add Account/1 Opportunity successfully created popup""), 60)",,,,27-03-2024 14:43:42,27-03-2024 14:43:57,15.631s,PASSED
takeScreenshot(),,"STEP-13 : Click on Submit

Expected_Result : The user should be land on successful screen

Actual_Result : The user landed on the successful screen",,27-03-2024 14:43:57,27-03-2024 14:43:59,1.772s,PASSED
closeApplication(),,,,27-03-2024 14:43:59,27-03-2024 14:44:01,1.552s,PASSED
,,,,,,,
Test Cases/TC/TC_02 -Create New Customer,,,,27-03-2024 14:44:01,27-03-2024 14:46:31,2m - 30.395s,FAILED
"callTestCase(findTestCase(""CommenWorkflows/Login""), [""Str_URL"":""C:\Users\sushil.gaikwad\git\EguruSmart1\Application\app-release (4).apk"", ""Str_Username"":""DUSER145"", ""Str_Password"":""Soct#2023"", ... ], STOP_ON_FAILURE)",,,,27-03-2024 14:44:01,27-03-2024 14:44:55,53.238s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""LockScreen/NewPin/Offline Master Sync""), 10)",,,,27-03-2024 14:44:55,27-03-2024 14:45:05,10.096s,PASSED
if (Bool_Offline == true),,,,27-03-2024 14:45:05,27-03-2024 14:45:05,0.002s,PASSED
"verifyElementExist(findTestObject(""TataMotars/HomeButton""), 10)",,,,27-03-2024 14:45:05,27-03-2024 14:45:05,0.315s,PASSED
"tap(findTestObject(""TataMotars/PluseButton""), 0)",,,,27-03-2024 14:45:05,27-03-2024 14:45:07,2.090s,PASSED
"bool_Opportunity = verifyElementExist(findTestObject(""TataMotars/Pluse Button/OpportunityButton""), 0)",,,,27-03-2024 14:45:07,27-03-2024 14:45:07,0.289s,PASSED
"bool_Account = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Account""), 0)",,,,27-03-2024 14:45:07,27-03-2024 14:45:08,0.289s,PASSED
"bool_Customer = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Customer""), 0)",,,,27-03-2024 14:45:08,27-03-2024 14:45:08,0.279s,PASSED
"bool_Influencer = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Influencer""), 0)",,,,27-03-2024 14:45:08,27-03-2024 14:45:08,0.271s,PASSED
"bool_FollowUp = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Follow Up""), 0)",,,,27-03-2024 14:45:08,27-03-2024 14:45:09,0.270s,PASSED
bool_Opportunity && bool_Account && bool_Customer && bool_Influencer && bool_FollowUp == false,,,,27-03-2024 14:45:09,27-03-2024 14:45:09,0.001s,PASSED
takeScreenshot(),,"STEP-01 : Click on + icon

Expected_Result : The pop up should appear and below 4 option should be listed
1. Opportunity
2. Customer
3. Account
4. Influencer",,27-03-2024 14:45:09,27-03-2024 14:45:11,2.188s,PASSED
"tap(findTestObject(""TataMotars/Pluse Button/Customer""), 3)",,,,27-03-2024 14:45:11,27-03-2024 14:45:12,1.107s,PASSED
"bool_PrimaryDetails = verifyElementExist(findTestObject(""Primery Details/Primary Details""), 10)",,,,27-03-2024 14:45:12,27-03-2024 14:45:12,0.321s,PASSED
bool_PrimaryDetails == true,,,,27-03-2024 14:45:12,27-03-2024 14:45:12,0.003s,PASSED
takeScreenshot(),,"STEP-02 : Click on Customer
Expected_Result : The user successfully landed on the add customer pirmary detail screen which contains the below options-:
1. First Name - text box
2. Last Name - text box
3. Mobile Number - text box
4. Customer Type- Dropdown
5. Influence- Checkbox
6. Back  - CTA
7. Next - CTA
8. Add More Information",,27-03-2024 14:45:12,27-03-2024 14:45:15,2.406s,PASSED
"tap(findTestObject(""Primery Details/FirstName""), 0)",,,,27-03-2024 14:45:15,27-03-2024 14:45:16,1.265s,PASSED
"setText(findTestObject(""Primery Details/FirstName""), str_FirstName, 0)",,,,27-03-2024 14:45:16,27-03-2024 14:45:18,2.096s,PASSED
hideKeyboard(),,,,27-03-2024 14:45:18,27-03-2024 14:45:20,2.078s,PASSED
"tap(findTestObject(""Primery Details/LastName""), 0)",,,,27-03-2024 14:45:20,27-03-2024 14:45:21,1.247s,PASSED
"setText(findTestObject(""Primery Details/LastName""), str_LastName, 0)",,,,27-03-2024 14:45:21,27-03-2024 14:45:23,2.011s,PASSED
hideKeyboard(),,,,27-03-2024 14:45:23,27-03-2024 14:45:25,2.042s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""LockScreen/NewPin/Offline Master Sync""), 5)",,,,27-03-2024 14:45:25,27-03-2024 14:45:30,5.194s,PASSED
if (Bool_Offline == true),,,,27-03-2024 14:45:30,27-03-2024 14:45:30,0.001s,PASSED
"tap(findTestObject(""Primery Details/MobileNumber""), 0)",,,,27-03-2024 14:45:30,27-03-2024 14:45:32,1.207s,PASSED
"setText(findTestObject(""Primery Details/MobileNumber""), str_MobileNumber, 0)",,,,27-03-2024 14:45:32,27-03-2024 14:45:34,2.008s,PASSED
hideKeyboard(),,,,27-03-2024 14:45:34,27-03-2024 14:45:38,4.338s,PASSED
"tap(findTestObject(""Create New Opportunity/Customer Type""), 0)",,,,27-03-2024 14:45:38,27-03-2024 14:45:39,1.177s,PASSED
"sendKeys(findTestObject(""Create New Opportunity/Type_CustomerType""), str_CustomerType, STOP_ON_FAILURE)",,,,27-03-2024 14:45:39,27-03-2024 14:45:41,1.993s,PASSED
hideKeyboard(),,,,27-03-2024 14:45:41,27-03-2024 14:45:43,2.157s,PASSED
"tap(findTestObject(""Primery Details/Searched CustomerType""), 0)",,,,27-03-2024 14:45:43,27-03-2024 14:45:44,0.897s,PASSED
"tap(findTestObject(""Primery Details/Address Details/NextButton""), 0)",,,,27-03-2024 14:45:44,27-03-2024 14:45:45,0.927s,PASSED
"bool_Pincode = verifyElementExist(findTestObject(""Primery Details/Address Details/Pincode""), 10)",,,,27-03-2024 14:45:45,27-03-2024 14:45:46,1.104s,PASSED
bool_Pincode == true,,,,27-03-2024 14:45:46,27-03-2024 14:45:46,0.003s,PASSED
takeScreenshot(),,"STEP-03 : The user successfully land on the Business Address page
Expected_Result : The user successfully land on the Business Address page",,27-03-2024 14:45:46,27-03-2024 14:45:48,1.937s,PASSED
"tap(findTestObject(""Primery Details/Address Details/Pincode""), 0, STOP_ON_FAILURE)",,,,27-03-2024 14:45:48,27-03-2024 14:45:49,1.205s,PASSED
"setText(findTestObject(""Primery Details/Address Details/Pincode""), str_Pincode, 0)",,,,27-03-2024 14:45:49,27-03-2024 14:45:51,2.006s,PASSED
hideKeyboard(),,,,27-03-2024 14:45:51,27-03-2024 14:45:54,2.153s,PASSED
"Bool_Pin = waitForElementPresent(findTestObject(""Add Account/Searched PinCode""), 2)",,,,27-03-2024 14:45:54,27-03-2024 14:45:56,2.186s,PASSED
if (Bool_Pin == true),,,,27-03-2024 14:45:56,27-03-2024 14:45:56,0.002s,PASSED
"tap(findTestObject(""NewObject/DropDownDistrict""), 0, STOP_ON_FAILURE)",,,,27-03-2024 14:45:56,27-03-2024 14:45:57,1.702s,PASSED
"tap(findTestObject(""NewObject/DropDownSearchedDistrict""), 0, STOP_ON_FAILURE)",,,,27-03-2024 14:45:57,27-03-2024 14:46:31,33.473s,FAILED
,,,,,,,
Test Cases/TC/TC_03 -Add Account,,,,27-03-2024 14:46:31,27-03-2024 14:48:34,2m - 2.701s,FAILED
"callTestCase(findTestCase(""CommenWorkflows/Login""), [""Str_URL"":""C:\Users\sushil.gaikwad\git\EguruSmart1\Application\app-release (4).apk"", ""Str_Username"":""DUSER145"", ""Str_Password"":""Soct#2023"", ... ], STOP_ON_FAILURE)",,,,27-03-2024 14:46:32,27-03-2024 14:47:16,44.446s,PASSED
"verifyElementExist(findTestObject(""TataMotars/HomeButton""), 10)",,,,27-03-2024 14:47:16,27-03-2024 14:47:16,0.354s,PASSED
"tap(findTestObject(""TataMotars/PluseButton""), 0)",,"
",,27-03-2024 14:47:16,27-03-2024 14:47:19,2.105s,PASSED
"bool_Opportunity = verifyElementExist(findTestObject(""TataMotars/Pluse Button/OpportunityButton""), 0)",,,,27-03-2024 14:47:19,27-03-2024 14:47:19,0.347s,PASSED
"bool_Account = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Account""), 0)",,,,27-03-2024 14:47:19,27-03-2024 14:47:19,0.314s,PASSED
"bool_Customer = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Customer""), 0)",,,,27-03-2024 14:47:19,27-03-2024 14:47:20,0.312s,PASSED
"bool_Influencer = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Influencer""), 0)",,,,27-03-2024 14:47:20,27-03-2024 14:47:20,0.292s,PASSED
"bool_FollowUp = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Follow Up""), 0)",,,,27-03-2024 14:47:20,27-03-2024 14:47:20,0.310s,PASSED
bool_Opportunity && bool_Account && bool_Customer && bool_Influencer && bool_FollowUp == false,,,,27-03-2024 14:47:20,27-03-2024 14:47:20,0.002s,PASSED
takeScreenshot(),,"STEP-01 : Click on + icon

Expected_Result : The pop up should appear and below 4 option should be listed
1. Opportunity
2. Customer
3. Account
4. Influencer",,27-03-2024 14:47:20,27-03-2024 14:47:22,2.237s,PASSED
"tap(findTestObject(""TataMotars/Pluse Button/Account""), 3)",,,,27-03-2024 14:47:22,27-03-2024 14:47:23,1.120s,PASSED
"bool_AccountInfo = verifyElementExist(findTestObject(""C1 Functionality/Account Information""), 30)",,,,27-03-2024 14:47:23,27-03-2024 14:47:24,0.337s,PASSED
"bool_AccountName = verifyElementExist(findTestObject(""Add Account/Account Name""), 30)",,,,27-03-2024 14:47:24,27-03-2024 14:47:25,1.231s,PASSED
"bool_MainPhoneNumber = verifyElementExist(findTestObject(""Add Account/Main Phone Number""), 30)",,,,27-03-2024 14:47:25,27-03-2024 14:47:26,1.198s,PASSED
bool_AccountInfo && bool_AccountName && bool_MainPhoneNumber == true,,,,27-03-2024 14:47:26,27-03-2024 14:47:26,0.001s,PASSED
takeScreenshot(),,"STEP-02 : Click on Account

Expected_Result : The user successfully landed on the Account Information screen with the below options-:
1. Account Type
2. Account Name
3. Main Phone Number
4. PAN Numer
5. Back 
6. Next",,27-03-2024 14:47:26,27-03-2024 14:47:29,2.552s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""LockScreen/NewPin/Offline Master Sync""), 5)",,,,27-03-2024 14:47:29,27-03-2024 14:47:34,5.071s,PASSED
if (Bool_Offline == true),,,,27-03-2024 14:47:34,27-03-2024 14:47:34,0.002s,PASSED
"tap(findTestObject(""Add Account/Individual RadioButton""), 0)",,,,27-03-2024 14:47:34,27-03-2024 14:47:35,0.936s,PASSED
minRange = 1,,,,27-03-2024 14:47:35,27-03-2024 14:47:35,0.001s,PASSED
maxRange = 1000,,,,27-03-2024 14:47:35,27-03-2024 14:47:35,0.001s,PASSED
"randomInt = current().nextInt(minRange, maxRange + 1)",,,,27-03-2024 14:47:35,27-03-2024 14:47:35,0.002s,PASSED
Result = $str_AccountName $randomInt,,,,27-03-2024 14:47:35,27-03-2024 14:47:35,0.001s,PASSED
